,cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
1642,1643,Jonas Kasanga,261000000000.0,jonas.kasanga@email.com,Male,14/06/1994,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2011,Heavy Equipment,"Equipment Operation,Safety","English,Kaonde",Basic,6,Equipment Operator,Employed,Full-time,North-Western,11000,15000,2 weeks,"Excavator Operation,Loader,Maintenance","Safety Consciousness,Precision,Teamwork","[{""title"":""Heavy Equipment Operator""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-10""","end_date:""Present""","description:""Operate mining equipment""","achievements:[""Maintained safety record""",Improved operational efficiency]},"{""title"":""Operator Trainee""","company:""Various Sites""","location:""North-Western""","start_date:""2011-04""","end_date:""2014-09""","description:""Learned equipment operation""","achievements:[""Certified on multiple machines""",Improved operational skills]}],"[{""name"":""Mine Development Operations""","description:""Equipment operation for mine expansion""","technologies:""Heavy Equipment","GPS Systems""","duration:""Ongoing""}]","[{""name"":""Cephas Musukuma""","relationship:""Operations Supervisor""","phone:""+260966456802""","email:""cephas.musukuma@fqml.co.zm""}]",7,
1643,1644,Cephas Muloongo,261000000000.0,cephas.muloongo@email.com,Male,03/08/1991,Zambian,Mongu,Western,Certificate,Mongu Technical School,2009,Motor Mechanics,"Automotive Repair,Diagnostics","English,Lozi",Basic,8,Motor Mechanic,Self-Employed,Contract,Western,7000,10500,Immediate,"Engine Repair,Transmission,Electrical","Technical Skills,Problem-solving,Reliability","[{""title"":""Motor Mechanic""","company:""Cephas Auto Repair""","location:""Mongu""","start_date:""2012-08""","end_date:""Present""","description:""Run own automotive repair business""","achievements:[""Built reputation for quality""",Maintained customer loyalty]},"{""title"":""Mechanic Assistant""","company:""Various Garages""","location:""Mongu""","start_date:""2009-03""","end_date:""2012-07""","description:""Learned automotive repair""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Mwape Mwambazi""","relationship:""Regular Client""","phone:""+260977567916""","email:""mwape.mwambazi@email.com""}]",6,
1720,1721,Benjamin Chota,261000000000.0,benjamin.chota@email.com,Male,17/03/1988,Zambian,Kabwe,Central,Certificate,Kabwe Technical School,2006,Electrical Work,"Electrical Installation,Maintenance","English,Bemba",Basic,11,Electrician,Self-Employed,Contract,Central,8000,11500,Immediate,"Electrical Installation,Wiring,Maintenance","Technical Skills,Safety Focus,Reliability","[{""title"":""Electrician""","company:""Benjamin Electrical Services""","location:""Kabwe""","start_date:""2010-09""","end_date:""Present""","description:""Run own electrical business""","achievements:[""Completed 300+ electrical jobs""",Maintained safety record]},"{""title"":""Apprentice Electrician""","company:""Various Contractors""","location:""Central Province""","start_date:""2006-04""","end_date:""2010-08""","description:""Learned electrical work""","achievements:[""Mastered electrical systems""",Improved installation techniques]}],"[{""name"":""Residential Electrical Work""","description:""Home electrical services""","technologies:""Electrical Systems","Testing Equipment""","duration:""Ongoing""}]","[{""name"":""Amon Ndumba""","relationship:""Client""","phone:""+260955234580""","email:""amon.ndumba@email.com""}]",7,
1721,1722,Amon Nalwamba,261000000000.0,amon.nalwamba@email.com,Male,08/11/1993,Zambian,Mazabuka,Southern,Certificate,Mazabuka Technical School,2010,Motor Mechanics,"Automotive Repair,Diagnostics","English,Tonga",Basic,7,Motor Mechanic,Self-Employed,Contract,Southern,7000,10500,Immediate,"Engine Repair,Transmission,Electrical","Technical Skills,Problem-solving,Reliability","[{""title"":""Motor Mechanic""","company:""Amon's Auto Repair""","location:""Mazabuka""","start_date:""2013-06""","end_date:""Present""","description:""Run own automotive repair business""","achievements:[""Built reputation for quality""",Maintained customer loyalty]},"{""title"":""Mechanic Assistant""","company:""Various Garages""","location:""Mazabuka""","start_date:""2010-03""","end_date:""2013-05""","description:""Learned automotive repair""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Jonas Mbale""","relationship:""Regular Client""","phone:""+260966345691""","email:""jonas.mbale@email.com""}]",6,
1722,1723,Jonas Kasanga,261000000000.0,jonas.kasanga@email.com,Male,22/06/1989,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Trades School,2007,Carpentry,"Woodworking,Furniture Making","English,Bemba",Basic,10,Carpenter,Self-Employed,Contract,Copperbelt,6000,9000,Immediate,"Woodworking,Furniture Design,Repair","Craftsmanship,Reliability,Customer Service","[{""title"":""Carpenter""","company:""Jonas Carpentry""","location:""Kalulushi""","start_date:""2011-05""","end_date:""Present""","description:""Run own carpentry business""","achievements:[""Completed 150+ projects""",Known for quality workmanship]},"{""title"":""Apprentice Carpenter""","company:""Various Workshops""","location:""Copperbelt""","start_date:""2007-02""","end_date:""2011-04""","description:""Learned carpentry skills""","achievements:[""Mastered woodworking techniques""",Improved design skills]}],"[{""name"":""Custom Furniture Production""","description:""Handcrafted furniture""","technologies:""Woodworking Tools","Finishing""","duration:""Ongoing""}]","[{""name"":""Cephas Musukuma""","relationship:""Regular Client""","phone:""+260977456802""","email:""cephas.musukuma@email.com""}]",6,
1723,1724,Cephas Muloongo,261000000000.0,cephas.muloongo@email.com,Male,14/02/1994,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2011,Heavy Equipment,"Equipment Operation,Safety","English,Kaonde",Basic,6,Equipment Operator,Employed,Full-time,North-Western,11000,15000,2 weeks,"Excavator Operation,Loader,Maintenance","Safety Consciousness,Precision,Teamwork","[{""title"":""Heavy Equipment Operator""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-10""","end_date:""Present""","description:""Operate mining equipment""","achievements:[""Maintained safety record""",Improved operational efficiency]},"{""title"":""Operator Trainee""","company:""Various Sites""","location:""North-Western""","start_date:""2011-04""","end_date:""2014-09""","description:""Learned equipment operation""","achievements:[""Certified on multiple machines""",Improved operational skills]}],"[{""name"":""Mine Development Operations""","description:""Equipment operation for mine expansion""","technologies:""Heavy Equipment","GPS Systems""","duration:""Ongoing""}]","[{""name"":""Matilda Mwambazi""","relationship:""Operations Supervisor""","phone:""+260955567916""","email:""matilda.mwambazi@fqml.co.zm""}]",7,
1773,1774,Agness Makondo,261000000000.0,agness.makondo@email.com,Female,20/10/1991,Zambian,Mongu,Western,Diploma,Mongu Nursing School,2009,Nursing,"Nursing License,Patient Care","English,Lozi",Intermediate,8,Enrolled Nurse,Employed,Full-time,Western,7500,10500,1 month,"Patient Care,Medication,Vital Signs","Compassion,Communication,Teamwork","[{""title"":""Enrolled Nurse""","company:""Mongu General Hospital""","location:""Mongu""","start_date:""2012-08""","end_date:""Present""","description:""Provide nursing care in medical ward""","achievements:[""Improved patient satisfaction""",Enhanced health education]},"{""title"":""Nursing Assistant""","company:""Various Clinics""","location:""Western Province""","start_date:""2009-04""","end_date:""2012-07""","description:""Supported nursing care""","achievements:[""Improved clinical skills""",Enhanced patient care techniques]}],"[{""name"":""Patient Care Improvement""","description:""Healthcare quality initiative""","technologies:""Medical Equipment","Health Records""","duration:""Ongoing""}]","[{""name"":""Grace Sakuwaha""","relationship:""Nursing Officer""","phone:""+260977567921""","email:""grace.sakuwaha@mgh.gov.zm""}]",7,
1800,1801,Benjamin Chota,261000000000.0,benjamin.chota@email.com,Male,05/03/1988,Zambian,Kabwe,Central,Certificate,Kabwe Technical School,2006,Carpentry,"Woodworking,Furniture Making","English,Bemba",Basic,11,Carpenter,Self-Employed,Contract,Central,6000,9000,Immediate,"Woodworking,Furniture Design,Repair","Craftsmanship,Reliability,Customer Service","[{""title"":""Carpenter""","company:""Benjamin Carpentry""","location:""Kabwe""","start_date:""2010-05""","end_date:""Present""","description:""Run own carpentry business""","achievements:[""Completed 150+ projects""",Known for quality workmanship]},"{""title"":""Apprentice Carpenter""","company:""Various Workshops""","location:""Central Province""","start_date:""2006-02""","end_date:""2010-04""","description:""Learned carpentry skills""","achievements:[""Mastered woodworking techniques""",Improved design skills]}],"[{""name"":""Custom Furniture Production""","description:""Handcrafted furniture""","technologies:""Woodworking Tools","Finishing""","duration:""Ongoing""}]","[{""name"":""Amon Ndumba""","relationship:""Regular Client""","phone:""+260955234580""","email:""amon.ndumba@email.com""}]",6,
1801,1802,Amon Nalwamba,261000000000.0,amon.nalwamba@email.com,Male,18/11/1993,Zambian,Mazabuka,Southern,Certificate,Mazabuka Technical School,2010,Automotive Repair,"Mechanics,Diagnostics","English,Tonga",Basic,7,Auto Mechanic,Self-Employed,Contract,Southern,7000,10500,Immediate,"Engine Repair,Diagnostics,Maintenance","Technical Skills,Problem-solving,Reliability","[{""title"":""Auto Mechanic""","company:""Amon's Auto Repair""","location:""Mazabuka""","start_date:""2013-06""","end_date:""Present""","description:""Run own automotive repair shop""","achievements:[""Built reputation for quality""",Maintained customer loyalty]},"{""title"":""Mechanic Assistant""","company:""Various Garages""","location:""Southern Province""","start_date:""2010-03""","end_date:""2013-05""","description:""Learned automotive repair""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Jonas Mbale""","relationship:""Regular Client""","phone:""+260966345691""","email:""jonas.mbale@email.com""}]",6,
1802,1803,Jonas Kasanga,261000000000.0,jonas.kasanga@email.com,Male,22/06/1990,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Technical School,2008,Electrical Work,"Electrical Installation,Maintenance","English,Bemba",Basic,9,Electrician,Self-Employed,Contract,Copperbelt,8000,11500,Immediate,"Electrical Installation,Wiring,Maintenance","Technical Skills,Safety Focus,Reliability","[{""title"":""Electrician""","company:""Jonas Electrical Services""","location:""Kalulushi""","start_date:""2011-09""","end_date:""Present""","description:""Run own electrical business""","achievements:[""Completed 300+ electrical jobs""",Maintained safety record]},"{""title"":""Apprentice Electrician""","company:""Various Contractors""","location:""Copperbelt""","start_date:""2008-04""","end_date:""2011-08""","description:""Learned electrical work""","achievements:[""Mastered electrical systems""",Improved installation techniques]}],"[{""name"":""Residential Electrical Work""","description:""Home electrical services""","technologies:""Electrical Systems","Testing Equipment""","duration:""Ongoing""}]","[{""name"":""Cephas Musukuma""","relationship:""Client""","phone:""+260977456802""","email:""cephas.musukuma@email.com""}]",7,
1803,1804,Cephas Muloongo,261000000000.0,cephas.muloongo@email.com,Male,14/09/1987,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2005,Welding,"Welding Certification,Safety","English,Kaonde",Basic,12,Welder,Self-Employed,Contract,North-Western,7500,11000,Immediate,"Arc Welding,MIG Welding,Fabrication","Precision,Safety Focus,Teamwork","[{""title"":""Welder/Fabricator""","company:""Cephas Welding Services""","location:""Solwezi""","start_date:""2009-08""","end_date:""Present""","description:""Run own welding and fabrication business""","achievements:[""Completed 200+ welding projects""",Known for quality workmanship]},"{""title"":""Apprentice Welder""","company:""Various Workshops""","location:""North-Western""","start_date:""2005-02""","end_date:""2009-07""","description:""Learned welding skills""","achievements:[""Mastered multiple techniques""",Improved fabrication skills]}],"[{""name"":""Metal Fabrication Services""","description:""Custom metal work""","technologies:""Welding Equipment","Fabrication""","duration:""Ongoing""}]","[{""name"":""Evaristo Mwambazi""","relationship:""Regular Client""","phone:""+260955567916""","email:""evaristo.mwambazi@email.com""}]",7,
