cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
1724,Cephas Muloongo,261000000000.0,cephas.muloongo@gmail.com,Male,14/02/1994,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2011,Heavy Equipment,"Equipment Operation,Safety","English,Kaonde",Basic,6,Equipment Operator,Employed,Full-time,North-Western,11000,15000,2 weeks,"Excavator Operation,Loader,Maintenance","Safety Consciousness,Precision,Teamwork","[{""title"":""Heavy Equipment Operator""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-10""","end_date:""Present""","description:""Operate mining equipment""","achievements:[""Maintained safety record""",Improved operational efficiency]},"{""title"":""Operator Trainee""","company:""Various Sites""","location:""North-Western""","start_date:""2011-04""","end_date:""2014-09""","description:""Learned equipment operation""","achievements:[""Certified on multiple machines""",Improved operational skills]}],"[{""name"":""Mine Development Operations""","description:""Equipment operation for mine expansion""","technologies:""Heavy Equipment","GPS Systems""","duration:""Ongoing""}]","[{""name"":""Matilda Mwambazi""","relationship:""Operations Supervisor""","phone:""+260955567916""","email:""matilda.mwambazi@fqml.co.zm""}]",7,
1725,Matilda Silavwe,261000000000.0,matilda.silavwe@email.com,Female,05/09/1991,Zambian,Mongu,Western,Diploma,Mongu Nursing School,2009,Nursing,"Nursing License,Patient Care","English,Lozi",Intermediate,8,Enrolled Nurse,Employed,Full-time,Western,7500,10500,1 month,"Patient Care,Medication,Vital Signs","Compassion,Communication,Teamwork","[{""title"":""Enrolled Nurse""","company:""Mongu General Hospital""","location:""Mongu""","start_date:""2012-08""","end_date:""Present""","description:""Provide nursing care in medical ward""","achievements:[""Improved patient satisfaction""",Enhanced health education]},"{""title"":""Nursing Assistant""","company:""Various Clinics""","location:""Western Province""","start_date:""2009-04""","end_date:""2012-07""","description:""Supported nursing care""","achievements:[""Improved clinical skills""",Enhanced patient care techniques]}],"[{""name"":""Patient Care Improvement""","description:""Healthcare quality initiative""","technologies:""Medical Equipment","Health Records""","duration:""Ongoing""}]","[{""name"":""Prisca Kapungwe""","relationship:""Nursing Officer""","phone:""+260966678916""","email:""prisca.kapungwe@mgh.gov.zm""}]",7,
1726,Prisca Nyondo,261000000000.0,prisca.nyondo@email.com,Female,28/04/1995,Zambian,Chipata,Eastern,Certificate,Chipata Trades School,2012,Hair and Beauty,"Cosmetology,Beauty Therapy","English,Nyanja",Basic,5,Beauty Therapist,Self-Employed,Part-time,Eastern,4000,6500,Immediate,"Hair Styling,Skin Care,Makeup","Creativity,Customer Service,Artistic","[{""title"":""Beauty Therapist""","company:""Prisca's Beauty Parlor""","location:""Chipata""","start_date:""2014-09""","end_date:""Present""","description:""Run own beauty services business""","achievements:[""Built strong clientele""",Known for creative styles]},"{""title"":""Beauty Assistant""","company:""Various Salons""","location:""Chipata""","start_date:""2012-05""","end_date:""2014-08""","description:""Learned beauty therapy""","achievements:[""Mastered various techniques""",Improved customer service]}],"[{""name"":""Beauty Care Services""","description:""Skin and makeup services""","technologies:""Beauty Products","Skincare Tools""","duration:""Ongoing""}]","[{""name"":""Brendah Lunda""","relationship:""Mentor""","phone:""+260977789026""","email:""brendah.lunda@email.com""}]",5,
1727,Brendah Kambole,261000000000.0,brendah.kambole@email.com,Female,19/12/1990,Zambian,Kabwe,Central,Diploma,Kabwe Business College,2008,Office Administration,"Secretarial,Computer Skills","English,Bemba",Intermediate,9,Secretary,Employed,Full-time,Central,6000,9000,2 weeks,"Typing,Filing,Office Software","Organization,Communication,Discretion","[{""title"":""Secretary""","company:""Central Province Administration""","location:""Kabwe""","start_date:""2011-11""","end_date:""Present""","description:""Provide secretarial support""","achievements:[""Improved office efficiency""",Enhanced document management]},"{""title"":""Office Assistant""","company:""Various Offices""","location:""Kabwe""","start_date:""2008-04""","end_date:""2011-10""","description:""Supported office operations""","achievements:[""Improved typing speed""",Enhanced customer service]}],"[{""name"":""Office System Enhancement""","description:""Administrative process improvement""","technologies:""Office Software","Filing Systems""","duration:""4 months""}]","[{""name"":""Collins Nankonde""","relationship:""Office Manager""","phone:""+260955890136""","email:""collins.nankonde@gov.zm""}]",6,
1728,Collins Sikombe,261000000000.0,collins.sikombe@email.com,Male,11/07/1987,Zambian,Mufumbwe,North-Western,Certificate,Mufumbwe Trades School,2005,Welding,"Welding Certification,Safety","English,Kaonde",Basic,12,Welder,Self-Employed,Contract,North-Western,7500,11000,Immediate,"Arc Welding,MIG Welding,Fabrication","Precision,Safety Focus,Teamwork","[{""title"":""Welder/Fabricator""","company:""Collins Welding Services""","location:""Mufumbwe""","start_date:""2009-08""","end_date:""Present""","description:""Run own welding and fabrication business""","achievements:[""Completed 200+ welding projects""",Known for quality workmanship]},"{""title"":""Apprentice Welder""","company:""Various Workshops""","location:""North-Western""","start_date:""2005-02""","end_date:""2009-07""","description:""Learned welding skills""","achievements:[""Mastered multiple techniques""",Improved fabrication skills]}],"[{""name"":""Metal Fabrication Services""","description:""Custom metal work""","technologies:""Welding Equipment","Fabrication""","duration:""Ongoing""}]","[{""name"":""Enock Chitambo""","relationship:""Regular Client""","phone:""+260966901247""","email:""enock.chitambo@email.com""}]",7,
1729,Enock Hara,261000000000.0,enock.hara@email.com,Male,03/05/1992,Zambian,Livingstone,Southern,Certificate,Livingstone Technical School,2009,Plumbing,"Pipe Installation,Repair","English,Tonga",Basic,8,Plumber,Self-Employed,Contract,Southern,7000,10000,Immediate,"Pipe Installation,Repair,Maintenance","Problem-solving,Reliability,Customer Service","[{""title"":""Plumber""","company:""Enock Plumbing Services""","location:""Livingstone""","start_date:""2012-08""","end_date:""Present""","description:""Run own plumbing business""","achievements:[""Completed 200+ plumbing jobs""",Maintained customer satisfaction]},"{""title"":""Apprentice Plumber""","company:""Various Contractors""","location:""Southern Province""","start_date:""2009-01""","end_date:""2012-07""","description:""Learned plumbing work""","achievements:[""Mastered pipe systems""",Improved installation techniques]}],"[{""name"":""Water System Installation""","description:""Residential and commercial plumbing""","technologies:""Pipe Systems","Water Treatment""","duration:""Ongoing""}]","[{""name"":""Friday Nanyinza""","relationship:""Regular Client""","phone:""+260977012358""","email:""friday.nanyinza@email.com""}]",6,
1730,Friday Khondowe,261000000000.0,friday.khondowe@email.com,Male,26/10/1988,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Trades School,2006,Masonry,"Bricklaying,Construction","English,Bemba",Basic,11,Mason,Self-Employed,Contract,Copperbelt,6500,9500,Immediate,"Bricklaying,Concrete Work,Finishing","Quality Workmanship,Reliability,Teamwork","[{""title"":""Mason""","company:""Friday Construction""","location:""Kalulushi""","start_date:""2010-05""","end_date:""Present""","description:""Run own masonry business""","achievements:[""Completed 100+ construction projects""",Known for quality work]},"{""title"":""Laborer""","company:""Various Contractors""","location:""Copperbelt""","start_date:""2006-02""","end_date:""2010-04""","description:""Worked in construction""","achievements:[""Mastered masonry techniques""",Improved finishing skills]}],"[{""name"":""Building Construction""","description:""Residential and commercial projects""","technologies:""Masonry Tools","Construction Methods""","duration:""Ongoing""}]","[{""name"":""Edwin Bulaya""","relationship:""Client""","phone:""+260955123470""","email:""edwin.bulaya@email.com""}]",6,
1731,Edwin Chiti,261000000000.0,edwin.chiti@email.com,Male,17/01/1994,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2011,Heavy Equipment,"Equipment Operation,Safety","English,Kaonde",Basic,6,Equipment Operator,Employed,Full-time,North-Western,11000,15000,2 weeks,"Excavator Operation,Loader,Maintenance","Safety Consciousness,Precision,Teamwork","[{""title"":""Heavy Equipment Operator""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-10""","end_date:""Present""","description:""Operate mining equipment""","achievements:[""Maintained safety record""",Improved operational efficiency]},"{""title"":""Operator Trainee""","company:""Various Sites""","location:""North-Western""","start_date:""2011-04""","end_date:""2014-09""","description:""Learned equipment operation""","achievements:[""Certified on multiple machines""",Improved operational skills]}],"[{""name"":""Mine Development Operations""","description:""Equipment operation for mine expansion""","technologies:""Heavy Equipment","GPS Systems""","duration:""Ongoing""}]","[{""name"":""Emeldah Kabungo""","relationship:""Operations Supervisor""","phone:""+260966234581""","email:""emeldah.kabungo@fqml.co.zm""}]",7,
1732,Emeldah Zgambo,261000000000.0,emeldah.zgambo@email.com,Female,09/08/1991,Zambian,Mongu,Western,Diploma,Mongu Nursing School,2009,Nursing,"Nursing License,Patient Care","English,Lozi",Intermediate,8,Enrolled Nurse,Employed,Full-time,Western,7500,10500,1 month,"Patient Care,Medication,Vital Signs","Compassion,Communication,Teamwork","[{""title"":""Enrolled Nurse""","company:""Mongu General Hospital""","location:""Mongu""","start_date:""2012-08""","end_date:""Present""","description:""Provide nursing care in medical ward""","achievements:[""Improved patient satisfaction""",Enhanced health education]},"{""title"":""Nursing Assistant""","company:""Various Clinics""","location:""Western Province""","start_date:""2009-04""","end_date:""2012-07""","description:""Supported nursing care""","achievements:[""Improved clinical skills""",Enhanced patient care techniques]}],"[{""name"":""Patient Care Improvement""","description:""Healthcare quality initiative""","technologies:""Medical Equipment","Health Records""","duration:""Ongoing""}]","[{""name"":""Rose Longwani""","relationship:""Nursing Officer""","phone:""+260977345692""","email:""rose.longwani@mgh.gov.zm""}]",7,
1733,Rose Sichalwe,261000000000.0,rose.sichalwe@email.com,Female,24/03/1995,Zambian,Chipata,Eastern,Certificate,Chipata Trades School,2012,Hair and Beauty,"Cosmetology,Beauty Therapy","English,Nyanja",Basic,5,Beauty Therapist,Self-Employed,Part-time,Eastern,4000,6500,Immediate,"Hair Styling,Skin Care,Makeup","Creativity,Customer Service,Artistic","[{""title"":""Beauty Therapist""","company:""Rose's Beauty Parlor""","location:""Chipata""","start_date:""2014-09""","end_date:""Present""","description:""Run own beauty services business""","achievements:[""Built strong clientele""",Known for creative styles]},"{""title"":""Beauty Assistant""","company:""Various Salons""","location:""Chipata""","start_date:""2012-05""","end_date:""2014-08""","description:""Learned beauty therapy""","achievements:[""Mastered various techniques""",Improved customer service]}],"[{""name"":""Beauty Care Services""","description:""Skin and makeup services""","technologies:""Beauty Products","Skincare Tools""","duration:""Ongoing""}]","[{""name"":""Prudence Chungu""","relationship:""Mentor""","phone:""+260955456803""","email:""prudence.chungu@email.com""}]",5,
1734,Prudence Hamoonga,261000000000.0,prudence.hamoonga@email.com,Female,15/11/1990,Zambian,Kabwe,Central,Diploma,Kabwe Business College,2008,Office Administration,"Secretarial,Computer Skills","English,Bemba",Intermediate,9,Secretary,Employed,Full-time,Central,6000,9000,2 weeks,"Typing,Filing,Office Software","Organization,Communication,Discretion","[{""title"":""Secretary""","company:""Central Province Administration""","location:""Kabwe""","start_date:""2011-11""","end_date:""Present""","description:""Provide secretarial support""","achievements:[""Improved office efficiency""",Enhanced document management]},"{""title"":""Office Assistant""","company:""Various Offices""","location:""Kabwe""","start_date:""2008-04""","end_date:""2011-10""","description:""Supported office operations""","achievements:[""Improved typing speed""",Enhanced customer service]}],"[{""name"":""Office System Enhancement""","description:""Administrative process improvement""","technologies:""Office Software","Filing Systems""","duration:""4 months""}]","[{""name"":""Bornface Chikumbi""","relationship:""Office Manager""","phone:""+260966567917""","email:""bornface.chikumbi@gov.zm""}]",6,
1735,Bornface Lwando,261000000000.0,bornface.lwando@email.com,Male,07/04/1987,Zambian,Mufumbwe,North-Western,Certificate,Mufumbwe Trades School,2005,Welding,"Welding Certification,Safety","English,Kaonde",Basic,12,Welder,Self-Employed,Contract,North-Western,7500,11000,Immediate,"Arc Welding,MIG Welding,Fabrication","Precision,Safety Focus,Teamwork","[{""title"":""Welder/Fabricator""","company:""Bornface Welding Services""","location:""Mufumbwe""","start_date:""2009-08""","end_date:""Present""","description:""Run own welding and fabrication business""","achievements:[""Completed 200+ welding projects""",Known for quality workmanship]},"{""title"":""Apprentice Welder""","company:""Various Workshops""","location:""North-Western""","start_date:""2005-02""","end_date:""2009-07""","description:""Learned welding skills""","achievements:[""Mastered multiple techniques""",Improved fabrication skills]}],"[{""name"":""Metal Fabrication Services""","description:""Custom metal work""","technologies:""Welding Equipment","Fabrication""","duration:""Ongoing""}]","[{""name"":""Chrispin Liswaniso""","relationship:""Regular Client""","phone:""+260977678917""","email:""chrispin.liswaniso@email.com""}]",7,
